Id,Label,Authority,Hub,modularity_class,pageranks,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree
27350785,,0.00098,0.002832,41,0.000014,3,9,12,3,9,12
26151456,,0,0.000229,41,0.000013,0,3,3,0,3,3
25348513,,0.003485,0.003765,41,0.00009,27,12,39,27,12,39
24788697,,0.00303,0.003938,41,0.000104,17,8,25,17,8,25
23257159,,0.006767,0.00201,41,0.000253,31,4,35,31,4,35
21543942,,0,0.000643,41,0.000013,0,2,2,0,2,2
28441790,,0,0.000008,0,0.000013,0,1,1,0,1,1
23740344,,0,0.000551,5,0.000016,1,4,5,1,4,5
17381827,,0,0.000008,0,0.000013,0,1,1,0,1,1
30344923,,0,0.000213,23,0.000013,0,2,2,0,2,2
29909963,,0,0.000331,23,0.000013,0,5,5,0,5,5
29593731,,0,0.000627,23,0.000013,0,4,4,0,4,4
29387807,,0,0.000882,8,0.000013,1,19,20,1,19,20
29382703,,0,0.000947,0,0.000013,0,25,25,0,25,25
29116104,,0,0.000272,2,0.000013,0,5,5,0,5,5
29093764,,0.000017,0.000713,0,0.000013,1,6,7,1,6,7
29026209,,0,0.000194,23,0.000013,0,1,1,0,1,1
28673974,,0.000112,0.001205,8,0.000025,3,12,15,3,12,15
28569218,,0,0.001053,17,0.000013,0,8,8,0,8,8
28413668,,0,0.000766,23,0.000013,0,15,15,0,15,15
28279176,,0,0.000585,23,0.000013,0,15,15,0,15,15
27829436,,0,0.000218,23,0.000013,0,3,3,0,3,3
27792995,,0,0.000474,0,0.000013,0,8,8,0,8,8
27757719,,0,0.002987,23,0.000013,0,19,19,0,19,19
27624329,,0,0.000929,23,0.000013,0,7,7,0,7,7
27270457,,0,0.001006,8,0.000013,0,6,6,0,6,6
27113759,,0,0.001257,8,0.000013,0,14,14,0,14,14
26960396,,0,0.000195,33,0.000013,0,3,3,0,3,3
26720728,,0.011107,0.003902,5,0.000166,58,12,70,58,12,70
26712228,,0,0.000208,5,0.000013,0,2,2,0,2,2
26692951,,0,0.000194,23,0.000013,0,1,1,0,1,1
26640152,,0.000347,0.002635,8,0.000025,10,23,33,10,23,33
26525148,,0,0.000972,8,0.000013,0,10,10,0,10,10
26420486,,0,0.001185,8,0.000013,0,15,15,0,15,15
26283626,,0.000063,0.000872,23,0.000021,6,18,24,6,18,24
26186187,,0.000196,0.000557,8,0.000194,29,7,36,29,7,36
26126726,,0,0.002365,51,0.000013,0,5,5,0,5,5
25945795,,0.000081,0.000194,35,0.000136,19,1,20,19,1,20
25923920,,0.000601,0.000228,0,0.000014,1,3,4,1,3,4
25852742,,0,0.026409,32,0.000013,0,16,16,0,16,16
25652398,,0,0.000209,0,0.000013,0,2,2,0,2,2
25636233,,0,0.000786,23,0.000013,0,18,18,0,18,18
25575445,,0.000099,0.000424,23,0.00003,5,9,14,5,9,14
25506515,,0,0.000709,30,0.000013,0,5,5,0,5,5
25394353,,0,0.000194,23,0.000013,0,1,1,0,1,1
25343521,,0,0.000228,23,0.000013,0,2,2,0,2,2
25297947,,0,0.000686,5,0.000013,0,7,7,0,7,7
25225577,,0.000017,0.001874,23,0.000014,1,15,16,1,15,16
25113031,,0.000415,0.001095,8,0.000191,28,8,36,28,8,36
25112280,,0,0.000228,23,0.000013,0,2,2,0,2,2
25027116,,0.000002,0.000222,8,0.00005,5,3,8,5,3,8
24949998,,0.000008,0.000576,23,0.000019,2,11,13,2,11,13
24885126,,0,0.000275,51,0.000013,0,2,2,0,2,2
24733792,,0.0021,0.001325,22,0.000457,96,8,104,96,8,104
24591564,,0,0.000612,8,0.000013,0,4,4,0,4,4
24449244,,0,0.023467,23,0.000013,0,7,7,0,7,7
24315737,,0,0.001227,23,0.000013,0,3,3,0,3,3
24153426,,0.001543,0.00056,8,0.000501,22,6,28,22,6,28
23977390,,0.000092,0.000314,23,0.000029,7,7,14,7,7,14
23977314,,0,0.000206,23,0.000013,0,2,2,0,2,2
23934222,,0,0.000365,23,0.000013,0,2,2,0,2,2
23933242,,0,0.000194,23,0.000013,0,1,1,0,1,1
23884293,,0,0.000194,23,0.000013,0,1,1,0,1,1
23776363,,0.000003,0.000362,14,0.000062,6,2,8,6,2,8
23717390,,0,0.000208,23,0.000013,0,2,2,0,2,2
23657012,,0,0.001429,8,0.000013,0,11,11,0,11,11
23650262,,0,0.001377,8,0.000013,0,9,9,0,9,9
23409019,,0.001403,0.000197,0,0.000167,33,2,35,33,2,35
23354978,,0.000037,0.000422,0,0.000061,10,3,13,10,3,13
23325218,,0,0.001533,11,0.000013,0,6,6,0,6,6
23242139,,0,0.000194,23,0.000013,0,1,1,0,1,1
23222481,,0,0.000517,23,0.000013,0,5,5,0,5,5
23211700,,0.000099,0.000408,23,0.000049,6,4,10,6,4,10
23196058,,0,0.001508,23,0.000013,0,8,8,0,8,8
23110154,,0.000153,0.000683,35,0.000155,13,11,24,13,11,24
23099437,,0,0.000194,23,0.000013,0,1,1,0,1,1
23038782,,0,0.000744,8,0.000013,0,8,8,0,8,8
22941656,,0,0.001795,8,0.000013,0,14,14,0,14,14
22843421,,0,0.002948,8,0.000013,0,9,9,0,9,9
22606018,,0,0.000242,0,0.000013,0,3,3,0,3,3
22589078,,0,0.00039,23,0.000013,0,3,3,0,3,3
22527104,,0,0.001056,23,0.000013,0,2,2,0,2,2
22476429,,0.000026,0.000365,22,0.000045,2,4,6,2,4,6
22401137,,0.00001,0.000194,23,0.000049,4,1,5,4,1,5
22383991,,0.00001,0.000209,23,0.000049,4,2,6,4,2,6
22331464,,0.000532,0.000953,8,0.000349,43,9,52,43,9,52
22294761,,0,0.000194,23,0.000013,0,1,1,0,1,1
22258532,,0,0.000196,0,0.000013,0,2,2,0,2,2
22193777,,0,0.000771,8,0.000013,0,8,8,0,8,8
22166947,,0.000513,0.000505,23,0.000253,18,5,23,18,5,23
22162228,,0.000331,0.000453,23,0.00032,51,4,55,51,4,55
21610108,,0,0.000216,23,0.000013,0,3,3,0,3,3
21507882,,0,0.000194,23,0.000013,0,1,1,0,1,1
21466675,,0.000241,0.000513,0,0.000053,6,6,12,6,6,12
21285249,,0.004508,0.000968,23,0.000535,58,9,67,58,9,67
21240275,,0,0.000194,23,0.000013,0,1,1,0,1,1
21113654,,0,0.000617,8,0.000013,0,5,5,0,5,5
21074729,,0,0.00039,23,0.000013,0,4,4,0,4,4
21049069,,0,0.000335,0,0.000051,4,5,9,4,5,9
20888394,,0,0.000365,23,0.000013,0,2,2,0,2,2
20826828,,0,0.000194,23,0.000013,0,1,1,0,1,1
20740639,,0,0.000589,8,0.000013,0,5,5,0,5,5
20723205,,0,0.000194,23,0.000013,0,1,1,0,1,1
20616022,,0.009511,0.000194,5,0.001728,140,1,141,140,1,141
20603073,,0,0.000194,23,0.000013,0,1,1,0,1,1
20512659,,0,0.000294,23,0.000013,0,2,2,0,2,2
20460509,,0,0.000208,23,0.000013,0,2,2,0,2,2
20029420,,0,0.000544,8,0.000013,0,5,5,0,5,5
19843679,,0,0.000365,23,0.000013,0,2,2,0,2,2
19748364,,0.000205,0.000194,11,0.000366,52,1,53,52,1,53
19737971,,0,0.000194,23,0.000013,0,1,1,0,1,1
19423707,,0,0.000491,8,0.000013,0,4,4,0,4,4
19369211,,0.006551,0.000244,8,0.001081,150,2,152,150,2,152
19330030,,0,0.000384,23,0.000013,0,4,4,0,4,4
19264984,,0.007612,0.000194,23,0.003774,238,1,239,238,1,239
19145234,,0,0.000194,23,0.000013,0,1,1,0,1,1
19064566,,0,0.000194,23,0.000013,0,1,1,0,1,1
18786261,,0.000056,0.000244,23,0.000052,8,2,10,8,2,10
17909071,,0,0.000194,23,0.000013,0,1,1,0,1,1
30190865,,0,0.000081,51,0.000013,0,1,1,0,1,1
30190834,,0,0.000099,19,0.000013,0,3,3,0,3,3
30112437,,0,0.000081,51,0.000013,0,1,1,0,1,1
29855275,,0,0.001479,5,0.000013,0,4,4,0,4,4
29254281,,0,0.023222,2,0.000013,0,8,8,0,8,8
28676659,,0.000007,0.000551,51,0.000014,1,12,13,1,12,13
28341421,,0,0.000081,51,0.000013,0,1,1,0,1,1
28138571,,0,0.000492,32,0.000013,0,4,4,0,4,4
27488020,,0,0.000879,51,0.000013,0,3,3,0,3,3
26848770,,0,0.000113,8,0.000013,0,4,4,0,4,4
26468334,,0,0.00026,5,0.000013,0,9,9,0,9,9
26453319,,0,0.000081,51,0.000013,0,1,1,0,1,1
26414677,,0,0.000103,51,0.000013,0,2,2,0,2,2
26088128,,0,0.000081,51,0.000013,0,1,1,0,1,1
26052229,,0.000017,0.000096,8,0.000015,1,3,4,1,3,4
25653541,,0,0.000081,51,0.000013,0,1,1,0,1,1
25350069,,0,0.000544,0,0.000013,0,6,6,0,6,6
25336561,,0.001019,0.000335,0,0.000044,7,5,12,7,5,12
25093514,,0.005751,0.026022,31,0.00015,38,12,50,38,12,50
24763995,,0,0.000081,51,0.000013,0,1,1,0,1,1
22297469,,0.000088,0.000081,0,0.000054,7,1,8,7,1,8
20492709,,0,0.000081,51,0.000013,0,1,1,0,1,1
19170079,,0,0.000081,51,0.000013,0,1,1,0,1,1
18709563,,0,0.000081,51,0.000013,0,1,1,0,1,1
18190724,,0,0.000081,51,0.000013,0,1,1,0,1,1
18160407,,0,0.000081,51,0.000013,0,1,1,0,1,1
27660763,,0,0,24,0.000013,0,1,1,0,1,1
17217518,,0,0,24,0.000122,10,0,10,10,0,10
27510562,,0,0,24,0.000013,0,1,1,0,1,1
24678894,,0,0,24,0.000013,0,1,1,0,1,1
21223564,,0,0,24,0.000013,0,1,1,0,1,1
20727150,,0,0,24,0.000013,0,1,1,0,1,1
19615083,,0,0,24,0.000013,0,1,1,0,1,1
19383128,,0,0,24,0.000013,0,1,1,0,1,1
18463141,,0,0,24,0.000013,0,1,1,0,1,1
18366602,,0,0,24,0.000013,0,1,1,0,1,1
17217501,,0,0,24,0.000013,0,1,1,0,1,1
29409476,,0,0.000786,2,0.000013,0,13,13,0,13,13
25780794,,0,0.000012,2,0.000013,0,3,3,0,3,3
23533376,,0,0.000004,2,0.000024,1,1,2,1,1,2
23017167,,0,0,25,0.000013,0,1,1,0,1,1
17238429,,0,0,25,0.000024,1,0,1,1,0,1
26475052,,0,0.000025,5,0.000024,1,3,4,1,3,4
25566359,,0,0.000002,5,0.000013,0,1,1,0,1,1
24286369,,0,0.000052,0,0.000013,0,6,6,0,6,6
23632793,,0,0.000002,5,0.000013,0,1,1,0,1,1
22460301,,0,0.000002,5,0.000013,0,1,1,0,1,1
20967219,,0,0.000002,5,0.000013,0,1,1,0,1,1
19390990,,0.000001,0.000006,5,0.000031,4,3,7,4,3,7
29882812,,0,0.000494,32,0.000013,0,3,3,0,3,3
29492227,,0,0.000026,1,0.000013,0,4,4,0,4,4
28135145,,0.000564,0.001194,32,0.000099,17,8,25,17,8,25
24523856,,0,0.000009,32,0.000013,0,1,1,0,1,1
22984553,,0.000007,0.000031,19,0.000095,10,2,12,10,2,12
22814582,,0,0.000009,32,0.000013,0,1,1,0,1,1
22736197,,0,0.000035,17,0.000127,11,2,13,11,2,13
22622148,,0,0.000009,32,0.000013,0,1,1,0,1,1
21693656,,0,0.000009,32,0.000013,0,1,1,0,1,1
21577316,,0,0.000009,32,0.000013,0,1,1,0,1,1
17312386,,0.000022,0,2,0.00003,4,0,4,4,0,4
19336541,,0,0,2,0.000013,0,1,1,0,1,1
29614786,,0,0.000036,33,0.000013,0,2,2,0,2,2
27028854,,0,0.000002,33,0.000013,0,3,3,0,3,3
26078587,,0,0,33,0.000013,0,1,1,0,1,1
24737128,,0,0,33,0.000013,0,1,1,0,1,1
21825015,,0,0.000038,33,0.000013,0,2,2,0,2,2
19799643,,0,0,33,0.000013,0,1,1,0,1,1
19768562,,0,0.000015,33,0.000013,0,3,3,0,3,3
19235040,,0,0,33,0.000013,0,1,1,0,1,1
18516675,,0,0,33,0.000013,0,1,1,0,1,1
24271037,,0.000032,0.000022,5,0.000036,3,5,8,3,5,8
28615293,,0,0.000028,8,0.000013,0,2,2,0,2,2
28073364,,0,0.025375,5,0.000013,0,10,10,0,10,10
27590262,,0,0.000372,8,0.000013,0,5,5,0,5,5
26726318,,0,0.001096,8,0.000013,0,6,6,0,6,6
24813610,,0,0.000022,8,0.000013,0,1,1,0,1,1
23781282,,0,0.000022,8,0.000013,0,1,1,0,1,1
21963239,,0,0.000026,11,0.000013,0,2,2,0,2,2
21487248,,0.004329,0.001884,23,0.000411,53,17,70,53,17,70
21076401,,0.000474,0.000497,29,0.000568,62,2,64,62,2,64
21055983,,0,0.000022,8,0.000013,0,1,1,0,1,1
20935632,,0,0.000094,8,0.000013,0,2,2,0,2,2
20351172,,0,0.000022,8,0.000013,0,1,1,0,1,1
19704162,,0.000682,0.000022,8,0.000339,27,1,28,27,1,28
19180185,,0,0.000022,8,0.000013,0,1,1,0,1,1
19112184,,0,0.000022,8,0.000013,0,1,1,0,1,1
19088202,,0,0.000022,8,0.000013,0,1,1,0,1,1
18773878,,0,0.000022,8,0.000013,0,1,1,0,1,1
18722555,,0,0.000022,8,0.000013,0,1,1,0,1,1
18711219,,0,0.000022,8,0.000013,0,1,1,0,1,1
30200453,,0,0.000434,11,0.000013,0,5,5,0,5,5
29082557,,0,0.000007,11,0.000013,0,1,1,0,1,1
28575657,,0,0.000079,11,0.000013,0,2,2,0,2,2
26512453,,0,0.000507,8,0.000013,0,5,5,0,5,5
25862789,,0,0.000007,11,0.000013,0,1,1,0,1,1
25751062,,0,0.000007,11,0.000013,0,1,1,0,1,1
25319828,,0,0.000007,11,0.000013,0,1,1,0,1,1
25038251,,0,0.00001,8,0.000013,0,2,2,0,2,2
23912945,,0,0.000007,11,0.000013,0,1,1,0,1,1
23555887,,0,0.000007,11,0.000013,0,1,1,0,1,1
22745689,,0,0.000007,11,0.000013,0,1,1,0,1,1
22693661,,0,0.001055,41,0.000013,0,5,5,0,5,5
22396592,,0,0.000011,11,0.000013,0,2,2,0,2,2
22206413,,0,0.000007,11,0.000013,0,1,1,0,1,1
21826217,,0,0.000009,11,0.000013,0,2,2,0,2,2
18923083,,0,0.000007,11,0.000013,0,1,1,0,1,1
30363743,,0,0.001749,32,0.000013,0,4,4,0,4,4
30333000,,0,0.001834,51,0.000013,0,10,10,0,10,10
30327455,,0,0.000506,32,0.000013,0,3,3,0,3,3
29867226,,0.000017,0.006141,31,0.000015,1,28,29,1,28,29
29852322,,0,0.000509,32,0.000013,0,4,4,0,4,4
29631858,,0,0.000532,5,0.000013,0,3,3,0,3,3
29566172,,0,0.000496,2,0.000013,0,1,1,0,1,1
29435075,,0,0.000597,8,0.000013,0,3,3,0,3,3
29383629,,0,0.000496,2,0.000013,0,2,2,0,2,2
29351560,,0,0.000496,2,0.000013,0,1,1,0,1,1
29330845,,0.00005,0.000499,19,0.000014,1,3,4,1,3,4
29313279,,0,0.024047,32,0.000013,0,6,6,0,6,6
29209143,,0,0.000501,35,0.000013,0,3,3,0,3,3
29162887,,0,0.000496,2,0.000013,0,1,1,0,1,1
29152499,,0,0.0007,5,0.000013,0,3,3,0,3,3
29020732,,0.000558,0.002124,5,0.000014,1,8,9,1,8,9
28970858,,0.000002,0.000558,2,0.000018,1,3,4,1,3,4
28903167,,0.000031,0.000926,5,0.000025,2,8,10,2,8,10
28888541,,0.000751,0.003158,5,0.000016,2,10,12,2,10,12
28782058,,0.000033,0.000562,22,0.000046,5,4,9,5,4,9
28620529,,0,0.000693,2,0.000013,0,2,2,0,2,2
28610746,,0.000558,0.001799,5,0.000014,1,5,6,1,5,6
28449691,,0,0.000641,0,0.000013,0,4,4,0,4,4
28368389,,0,0.001283,32,0.000013,0,3,3,0,3,3
28299592,,0,0.000543,5,0.000013,0,4,4,0,4,4
28274004,,0,0.000496,2,0.000013,0,1,1,0,1,1
28135048,,0,0.000782,35,0.000013,0,9,9,0,9,9
28127413,,0,0.000625,2,0.000013,0,14,14,0,14,14
28083845,,0,0.00051,5,0.000013,0,2,2,0,2,2
27739325,,0.000622,0.001742,32,0.000064,5,6,11,5,6,11
27514840,,0,0.025648,5,0.000013,0,11,11,0,11,11
27468326,,0,0.000497,2,0.000013,0,2,2,0,2,2
27417765,,0,0.000609,5,0.000013,0,6,6,0,6,6
27382401,,0.000031,0.000745,5,0.000014,1,6,7,1,6,7
27265406,,0,0.00092,5,0.000013,0,11,11,0,11,11
27259235,,0,0.000964,29,0.000013,0,4,4,0,4,4
27257965,,0.000034,0.025961,2,0.00003,4,14,18,4,14,18
27221539,,0.000631,0.002605,5,0.00002,2,11,13,2,11,13
27191893,,0,0.027726,5,0.000013,0,10,10,0,10,10
26976419,,0.000839,0.001302,22,0.00012,32,11,43,32,11,43
26896565,,0,0.002452,51,0.000013,0,8,8,0,8,8
26886774,,0,0.000944,5,0.000013,0,8,8,0,8,8
26770289,,0,0.000735,0,0.000013,0,5,5,0,5,5
26669313,,0.000073,0.002393,5,0.00002,4,10,14,4,10,14
26578231,,0,0.000496,2,0.000013,0,1,1,0,1,1
26567039,,0,0.000648,2,0.000024,1,3,4,1,3,4
26538066,,0,0.00051,2,0.00004,3,2,5,3,2,5
26510816,,0,0.001591,35,0.000013,0,7,7,0,7,7
26313374,,0.000047,0.000693,5,0.000043,6,2,8,6,2,8
26202562,,0,0.000496,2,0.000013,0,1,1,0,1,1
26175193,,0,0.000509,5,0.000013,0,3,3,0,3,3
26056364,,0,0.000498,19,0.000013,0,2,2,0,2,2
25986460,,0.000019,0.000693,19,0.000125,12,2,14,12,2,14
25664222,,0,0.000496,2,0.000013,0,1,1,0,1,1
25620993,,0,0.000496,2,0.000013,0,1,1,0,1,1
25311111,,0.000207,0.001013,5,0.000031,7,6,13,7,6,13
25217519,,0,0.000532,0,0.000013,0,4,4,0,4,4
25196046,,0,0.001753,5,0.000013,0,5,5,0,5,5
25120034,,0,0.000552,2,0.000013,0,4,4,0,4,4
25083498,,0,0.000496,2,0.000013,0,1,1,0,1,1
24963353,,0,0.000496,2,0.000013,0,1,1,0,1,1
24946155,,0.000003,0.000899,5,0.000044,4,5,9,4,5,9
24638981,,0,0.00067,5,0.000013,0,3,3,0,3,3
24634322,,0,0.000496,2,0.000013,0,1,1,0,1,1
24481326,,0,0.000496,2,0.000013,0,1,1,0,1,1
24335192,,0,0.000681,41,0.000013,0,2,2,0,2,2
24204725,,0,0.000496,2,0.000013,0,1,1,0,1,1
24054997,,0,0.000496,2,0.000013,0,1,1,0,1,1
23880734,,0,0.000496,2,0.000013,0,1,1,0,1,1
23674086,,0,0.000496,2,0.000013,0,1,1,0,1,1
23627498,,0,0.000537,2,0.000013,0,3,3,0,3,3
22987526,,0,0.000499,2,0.000013,0,2,2,0,2,2
22838957,,0.000045,0.000866,0,0.000023,5,7,12,5,7,12
22638694,,0,0.000496,2,0.000013,0,1,1,0,1,1
22618995,,0,0.000496,2,0.000013,0,1,1,0,1,1
22377908,,0.000174,0.000788,32,0.000203,26,2,28,26,2,28
22257650,,0,0.000531,5,0.000013,0,6,6,0,6,6
22085394,,0,0.000516,5,0.000013,0,5,5,0,5,5
21913181,,0.00057,0.000496,5,0.000065,19,1,20,19,1,20
21711529,,0.000017,0.000496,5,0.000061,4,1,5,4,1,5
21556001,,0,0.000496,2,0.000013,0,1,1,0,1,1
21092082,,0,0.000496,2,0.000013,0,1,1,0,1,1
20948822,,0.000029,0.000496,32,0.000069,9,1,10,9,1,10
20877358,,0.000554,0.000496,23,0.000146,16,1,17,16,1,17
20823142,,0,0.001948,0,0.000013,0,7,7,0,7,7
20383578,,0.000067,0.00069,5,0.000065,10,4,14,10,4,14
20151317,,0,0.000496,2,0.000013,0,1,1,0,1,1
20061960,,0.00016,0.000556,2,0.00017,27,3,30,27,3,30
19825178,,0.000562,0.001926,41,0.000047,5,6,11,5,6,11
19210733,,0,0.000529,2,0.000013,0,2,2,0,2,2
18385162,,0.000089,0.000496,5,0.000108,14,1,15,14,1,15
28319063,,0.000239,0.002539,23,0.000026,8,19,27,8,19,27
28158555,,0,0.000824,8,0.000013,0,15,15,0,15,15
26848151,,0,0.002858,32,0.000013,0,8,8,0,8,8
26119737,,0,0.000124,8,0.000013,0,2,2,0,2,2
26083025,,0.000088,0.001299,35,0.000029,4,11,15,4,11,15
25022261,,0,0.00005,23,0.000013,0,1,1,0,1,1
24839956,,0,0.00005,23,0.000013,0,1,1,0,1,1
23284877,,0,0.000184,2,0.000038,3,3,6,3,3,6
23063585,,0,0.00005,23,0.000013,0,1,1,0,1,1
21205968,,0,0.00005,23,0.000013,0,1,1,0,1,1
25586903,,0,0.001154,5,0.000013,0,7,7,0,7,7
24316306,,0,0.00006,5,0.000013,0,2,2,0,2,2
23868002,,0,0.000027,5,0.000013,0,1,1,0,1,1
22940489,,0,0.000379,5,0.000013,0,4,4,0,4,4
22031719,,0,0.000027,5,0.000013,0,1,1,0,1,1
29285037,,0,0.000005,0,0.000013,0,3,3,0,3,3
26217162,,0,0.000001,0,0.000013,0,1,1,0,1,1
29765957,,0,0.000002,0,0.000013,0,1,1,0,1,1
27294143,,0,0.000002,0,0.000013,0,1,1,0,1,1
26620132,,0,0.000002,0,0.000013,0,1,1,0,1,1
26236721,,0,0.000002,0,0.000013,0,1,1,0,1,1
26223354,,0,0.000002,0,0.000013,0,1,1,0,1,1
24723968,,0,0.000002,0,0.000013,0,1,1,0,1,1
22919278,,0,0.000002,1,0.000013,0,2,2,0,2,2
22581838,,0,0.000086,23,0.000013,0,3,3,0,3,3
21454829,,0,0.000002,0,0.000013,0,1,1,0,1,1
20510605,,0,0.000002,0,0.000013,0,1,1,0,1,1
19377877,,0,0.000002,0,0.000013,0,1,1,0,1,1
18781154,,0.000025,0.000061,0,0.000037,4,2,6,4,2,6
18638378,,0,0.000002,0,0.000013,0,1,1,0,1,1
30081598,,0,0,1,0.000013,0,1,1,0,1,1
29246163,,0,0,1,0.000013,0,1,1,0,1,1
29137403,,0,0,1,0.000013,0,1,1,0,1,1
29108255,,0,0,1,0.000013,0,1,1,0,1,1
29042633,,0,0,1,0.000013,0,1,1,0,1,1
27716056,,0,0,1,0.000013,0,1,1,0,1,1
27558448,,0,0,1,0.000013,0,1,1,0,1,1
27512065,,0,0,1,0.000013,0,1,1,0,1,1
26791953,,0,0,1,0.000013,0,1,1,0,1,1
26763932,,0,0,1,0.000013,0,1,1,0,1,1
25588111,,0,0,1,0.000013,0,1,1,0,1,1
25559261,,0,0,1,0.000013,0,1,1,0,1,1
24972996,,0,0,1,0.000013,0,1,1,0,1,1
24962804,,0,0,1,0.000013,0,1,1,0,1,1
24916849,,0,0,1,0.000013,0,1,1,0,1,1
24481480,,0,0,1,0.000013,0,1,1,0,1,1
24355542,,0,0,1,0.000013,0,1,1,0,1,1
24261334,,0,0,1,0.000013,0,1,1,0,1,1
23369456,,0,0,1,0.000013,0,1,1,0,1,1
21402863,,0,0,1,0.000013,0,1,1,0,1,1
21172051,,0,0,1,0.000013,0,1,1,0,1,1
20498846,,0,0,1,0.000013,0,1,1,0,1,1
20386740,,0,0,1,0.000013,0,1,1,0,1,1
20157479,,0,0,1,0.000013,0,1,1,0,1,1
20126624,,0,0,1,0.000013,0,1,1,0,1,1
19820013,,0,0,1,0.000013,0,1,1,0,1,1
19738042,,0,0,1,0.000013,0,1,1,0,1,1
19594877,,0,0,1,0.000013,0,1,1,0,1,1
19393065,,0,0,1,0.000013,0,1,1,0,1,1
19374772,,0,0,1,0.000013,0,1,1,0,1,1
19128496,,0,0,1,0.000013,0,1,1,0,1,1
19094208,,0,0,1,0.000013,0,1,1,0,1,1
18831800,,0,0,1,0.000013,0,1,1,0,1,1
18831794,,0,0,1,0.000013,0,1,1,0,1,1
18831769,,0,0,1,0.000013,0,1,1,0,1,1
18541062,,0,0,1,0.000013,0,1,1,0,1,1
18366619,,0,0,1,0.000013,0,1,1,0,1,1
18366609,,0,0,1,0.000013,0,1,1,0,1,1
30120290,,0,0.000182,41,0.000013,0,1,1,0,1,1
30095490,,0,0.000182,41,0.000013,0,1,1,0,1,1
29731507,,0,0.000182,41,0.000013,0,1,1,0,1,1
29623957,,0,0.000182,41,0.000013,0,1,1,0,1,1
29416699,,0,0.000242,41,0.000013,0,2,2,0,2,2
29187928,,0,0.000182,41,0.000013,0,1,1,0,1,1
29162958,,0,0.000182,41,0.000013,0,1,1,0,1,1
28357094,,0,0.023406,41,0.000013,0,3,3,0,3,3
28101406,,0,0.000182,41,0.000013,0,1,1,0,1,1
28097235,,0.001172,0.023206,51,0.000039,5,4,9,5,4,9
28017973,,0,0.000182,41,0.000013,0,1,1,0,1,1
27482544,,0,0.023082,41,0.000013,0,3,3,0,3,3
27259716,,0,0.02329,41,0.000013,0,4,4,0,4,4
26986692,,0,0.000182,41,0.000013,0,1,1,0,1,1
26970137,,0,0.000959,41,0.000013,0,2,2,0,2,2
26885070,,0,0.000182,41,0.000013,0,1,1,0,1,1
25918438,,0,0.000182,41,0.000013,0,1,1,0,1,1
25916844,,0.002576,0.022769,41,0.000049,7,4,11,7,4,11
25894736,,0,0.000182,41,0.000013,0,1,1,0,1,1
25815421,,0,0.023082,41,0.000013,0,3,3,0,3,3
25736266,,0,0.022757,51,0.000013,0,4,4,0,4,4
25473747,,0,0.000366,41,0.000013,0,2,2,0,2,2
25346935,,0,0.000327,41,0.000013,0,2,2,0,2,2
25316178,,0,0.000551,41,0.000013,0,4,4,0,4,4
24998918,,0,0.000182,41,0.000013,0,1,1,0,1,1
24966933,,0,0.000182,41,0.000013,0,1,1,0,1,1
24936210,,0,0.023241,41,0.000013,0,5,5,0,5,5
24575389,,0,0.000379,41,0.000013,0,2,2,0,2,2
24511245,,0,0.000355,41,0.000013,0,3,3,0,3,3
24367487,,0,0.000369,41,0.000013,0,2,2,0,2,2
