from,to
24291234,11242102
24278741,11242102
24202328,11242102
24137007,11242102
24124995,11242102
24100274,11242102
24082819,11242102
24080249,11242102
24071852,11242102
24040396,11242102
24025432,11242102
24003649,11242102
24000320,11242102
23989060,11242102
23977391,11242102
23974097,11242102
23941728,11242102
23928451,11242102
23924833,11242102
23904462,11242102
23824136,11242102
23811932,11242102
23745766,11242102
23729884,11242102
23728291,11242102
23720673,11242102
23707303,11242102
23705030,11242102
23663450,11242102
23618492,11242102
23610416,11242102
23577291,11242102
23548139,11242102
23496831,11242102
23468639,11242102
23437280,11242102
23418564,11242102
23358251,11242102
23344954,11242102
23322783,11242102
23319983,11242102
23302228,11242102
23300655,11242102
23284289,11242102
23249749,11242102
23209746,11242102
23145148,11242102
23139272,11242102
23095635,11242102
23071463,11242102
23045526,11242102
23022358,11242102
22979979,11242102
22934142,11242102
22927776,11242102
22913836,11242102
22906755,11242102
22899653,11242102
22867945,11242102
22848752,11242102
22753261,11242102
22751501,11242102
22725639,11242102
22684505,11242102
22646717,11242102
22583656,11242102
22569363,11242102
22431734,11242102
22410779,11242102
22388e3,11242102
22384045,11242102
22355784,11242102
22334513,11242102
22331358,11242102
22303228,11242102
22265216,11242102
22111699,11242102
22064858,11242102
22022560,11242102
21993670,11242102
21980462,11242102
21979466,11242102
21962002,11242102
21927617,11242102
21918620,11242102
21912525,11242102
21875370,11242102
21844338,11242102
21750527,11242102
21749859,11242102
21747117,11242102
21740187,11242102
21722985,11242102
21718709,11242102
21654209,11242102
21632523,11242102
21612598,11242102
21603316,11242102
21575261,11242102
21546556,11242102
21512314,11242102
21511873,11242102
21437275,11242102
21393386,11242102
21296653,11242102
21296624,11242102
21290468,11242102
21261999,11242102
21219611,11242102
21175352,11242102
21135055,11242102
21075794,11242102
21075512,11242102
21037856,11242102
21035407,11242102
20952512,11242102
20864035,11242102
20862368,11242102
20824055,11242102
20805320,11242102
20802511,11242102
20706767,11242102
20699221,11242102
20697770,11242102
20668524,11242102
20619549,11242102
20608971,11242102
20579983,11242102
20543558,11242102
20537148,11242102
20515744,11242102
20514355,11242102
20512659,11242102
20510205,11242102
20507342,11242102
20495614,11242102
20478923,11242102
20445776,11242102
20420946,11242102
20368837,11242102
20356374,11242102
20233482,11242102
20231360,11242102
20126263,11242102
20111042,11242102
20060491,11242102
20060490,11242102
19996108,11242102
19918320,11242102
19892829,11242102
19847258,11242102
19820454,11242102
19820166,11242102
19795481,11242102
19794960,11242102
19759395,11242102
19755857,11242102
19700769,11242102
19652551,11242102
19651902,11242102
19629071,11242102
19628630,11242102
19615770,11242102
19606890,11242102
19605351,11242102
19563125,11242102
19549901,11242102
19544417,11242102
19528229,11242102
19473884,11242102
19451691,11242102
19442242,11242102
19425167,11242102
19412436,11242102
19339515,11242102
19327367,11242102
19327040,11242102
19308707,11242102
19273072,11242102
19244311,11242102
19214211,11242102
19176521,11242102
19151086,11242102
19098005,11242102
19092802,11242102
19057669,11242102
19056039,11242102
19010885,11242102
18957425,11242102
18923075,11242102
18845680,11242102
18836995,11242102
18809569,11242102
18772227,11242102
18723495,11242102
18710941,11242102
18647995,11242102
18634905,11242102
18607349,11242102
18585101,11242102
18584027,11242102
18551366,11242102
18541670,11242102
18541667,11242102
18498130,11242102
18478111,11242102
18457328,11242102
18426916,11242102
18397884,11242102
18385154,11242102
18356148,11242102
18313386,11242102
18250087,11242102
18245343,11242102
18218118,11242102
18161924,11242102
18046455,11242102
18033323,11242102
18026119,11242102
18023605,11242102
17986315,11242102
17979628,11242102
17948054,11242102
17855626,11242102
17851762,11242102
17762868,11242102
17724078,11242102
17705814,11242102
17689491,11242102
17686666,11242102
17594496,11242102
17591703,11242102
17565964,11242102
17491589,11242102
17486118,11242102
17366825,11242102
17353272,11242102
17242356,11242102
17178837,11242102
17174478,11242102
17157028,11242102
17088286,11242102
17082765,11242102
17041215,11242102
16951256,11242102
16940182,11242102
16880786,11242102
16762046,11242102
16759382,11242102
16636135,11242102
16556909,11242102
16540687,11242102
16497868,11242102
16488990,11242102
16449653,11242102
16432240,11242102
16425368,11242102
16417649,11242102
16330708,11242102
16291645,11242102
16284271,11242102
16091150,11242102
16091149,11242102
16055714,11242102
16024805,11242102
15923642,11242102
15914672,11242102
15798199,11242102
15781695,11242102
15687264,11242102
15611176,11242102
15545322,11242102
15542845,11242102
15536124,11242102
15514023,11242102
15456866,11242102
15217508,11242102
15184655,11242102
15159415,11242102
15146062,11242102
15138484,11242102
15105825,11242102
15054444,11242102
14711989,11242102
14701743,11242102
14668484,11242102
14654698,11242102
14612396,11242102
14559999,11242102
14517299,11242102
14500812,11242102
12970909,11242102
12941707,11242102
12909717,11242102
12908878,11242102
12897131,11242102
12875964,11242102
12861027,11242102
12773567,11242102
12750463,11242102
12743297,11242102
12732713,11242102
12663541,11242102
12615949,11242102
12589063,11242102
12582233,11242102
12554671,11242102
12533788,11242102
12509526,11242102
12507917,11242102
12488588,11242102
12473176,11242102
12461083,11242102
12242235,11242102
12202754,11242102
12196391,11242102
12110601,11242102
12087170,11242102
12082545,11242102
12024032,11242102
11972346,11242102
11917116,11242102
11877378,11242102
11861900,11242102
11850399,11242102
11788727,11242102
11782437,11242102
11532935,11242102
11504867,11242102
29679802,11516927
29568320,11516927
29234069,11516927
29112132,11516927
29046282,11516927
28706634,11516927
28524082,11516927
28490629,11516927
27978798,11516927
27799325,11516927
27587838,11516927
27573016,11516927
27513445,11516927
27443291,11516927
27427477,11516927
27350828,11516927
27242893,11516927
27094386,11516927
26930481,11516927
26886024,11516927
26855780,11516927
26833244,11516927
26400161,11516927
26384430,11516927
26245485,11516927
25950582,11516927
25799182,11516927
25795124,11516927
25659114,11516927
25567288,11516927
25501593,11516927
25400221,11516927
25368520,11516927
25325076,11516927
25209404,11516927
24995306,11516927
24891441,11516927
24840115,11516927
24583581,11516927
24443534,11516927
24170812,11516927
24005565,11516927
23840905,11516927
23789926,11516927
23642018,11516927
23598974,11516927
23219605,11516927
23133806,11516927
23020514,11516927
22936396,11516927
22933559,11516927
22912599,11516927
22895051,11516927
22709253,11516927
22692201,11516927
22686427,11516927
22609620,11516927
22378607,11516927
22345984,11516927
22101340,11516927
22051193,11516927
22035519,11516927
22006019,11516927
21958350,11516927
21948210,11516927
21896658,11516927
21814285,11516927
21372322,11516927
21113301,11516927
20952512,11516927
20807115,11516927
20725618,11516927
20714665,11516927
20708636,11516927
20658650,11516927
20658646,11516927
20658645,11516927
20647419,11516927
20536192,11516927
20518497,11516927
20518486,11516927
20453097,11516927
20373772,11516927
20196133,11516927
20173781,11516927
20067226,11516927
20039786,11516927
20028736,11516927
20000382,11516927
19908865,11516927
19835330,11516927
19834534,11516927
19763158,11516927
19748363,11516927
19726585,11516927
19713438,11516927
19686080,11516927
19684342,11516927
19549833,11516927
19468048,11516927
19452447,11516927
19406929,11516927
19403702,11516927
19327579,11516927
19258314,11516927
19164551,11516927
19147494,11516927
19129219,11516927
19027772,11516927
19014472,11516927
18947205,11516927
18929140,11516927
18805090,11516927
18758156,11516927
18672388,11516927
18571479,11516927
18538374,11516927
18537208,11516927
18332048,11516927
18310306,11516927
18174376,11516927
18166982,11516927
18083760,11516927
18068156,11516927
18047734,11516927
18007596,11516927
17921313,11516927
17715144,11516927
17669695,11516927
17611606,11516927
17567608,11516927
17496087,11516927
17291544,11516927
17042508,11516927
17036055,11516927
16945959,11516927
16855250,11516927
16714450,11516927
16678501,11516927
16482220,11516927
16464006,11516927
16402835,11516927
16382135,11516927
16169964,11516927
16121259,11516927
16107704,11516927
16093548,11516927
15944449,11516927
15914671,11516927
15908599,11516927
15891767,11516927
15802532,11516927
15743825,11516927
15692571,11516927
15572677,11516927
15448639,11516927
15199134,11516927
14988723,11516927
14701743,11516927
14673148,11516927
14609959,11516927
14576298,11516927
12861027,11516927
12808110,11516927
12799441,11516927
12374756,11516927
12177301,11516927
12000837,11516927
11953322,11516927
11861915,11516927
11707424,11516927
30332632,11694875
30323292,11694875
30301786,11694875
30222135,11694875
30158566,11694875
30082886,11694875
30080177,11694875
29990309,11694875
29924804,11694875
29875149,11694875
29872503,11694875
29802307,11694875
29760048,11694875
29743291,11694875
29739757,11694875
29718910,11694875
29617652,11694875
29610476,11694875
29610318,11694875
29416040,11694875
29397878,11694875
29364867,11694875
29334356,11694875
29317452,11694875
29316436,11694875
29313063,11694875
29233960,11694875
29152107,11694875
29133879,11694875
29100308,11694875
29047390,11694875
29021281,11694875
29021240,11694875
29017057,11694875
28963394,11694875
28922373,11694875
28904335,11694875
28860160,11694875
28827447,11694875
28808255,11694875
28790158,11694875
28783725,11694875
28714477,11694875
28673316,11694875
28553932,11694875
28530655,11694875
28522754,11694875
28504719,11694875
28475301,11694875
28463229,11694875
28415794,11694875
28381598,11694875
28342134,11694875
28318489,11694875
28181574,11694875
28148827,11694875
28118981,11694875
28094268,11694875
28031255,11694875
27991926,11694875
27889319,11694875
27882940,11694875
27815389,11694875
27815386,11694875
27803059,11694875
27799309,11694875
27797363,11694875
27769169,11694875
27751348,11694875
27728803,11694875
27664376,11694875
27663899,11694875
27561390,11694875
27558455,11694875
27550453,11694875
27499244,11694875
27498558,11694875
27490902,11694875
27479497,11694875
27459053,11694875
27453951,11694875
27443740,11694875
27401113,11694875
27354067,11694875
27352800,11694875
27322458,11694875
27317935,11694875
27181203,11694875
27169995,11694875
27091432,11694875
27087322,11694875
27037238,11694875
26989177,11694875
26988419,11694875
26984279,11694875
26980764,11694875
26959115,11694875
26920070,11694875
26919617,11694875
26910472,11694875
26910118,11694875
26909577,11694875
26877775,11694875
26876204,11694875
26853747,11694875
26787889,11694875
26745185,11694875
26740101,11694875
26738797,11694875
26578792,11694875
26544690,11694875
26537451,11694875
26528548,11694875
26489514,11694875
26450969,11694875
26390243,11694875
26367798,11694875
26359368,11694875
26320247,11694875
26255629,11694875
26178787,11694875
26159997,11694875
26155311,11694875
26123823,11694875
26100884,11694875
26044957,11694875
26001956,11694875
25983370,11694875
25875801,11694875
25833843,11694875
25829425,11694875
25822339,11694875
25802882,11694875
25789975,11694875
25779964,11694875
25761890,11694875
25745996,11694875
25690937,11694875
25666348,11694875
25659036,11694875
25644707,11694875
25636482,11694875
25622902,11694875
25608467,11694875
25596282,11694875
25584893,11694875
25574598,11694875
25565005,11694875
25538623,11694875
25533336,11694875
25524463,11694875
25490451,11694875
25483966,11694875
25349262,11694875
25349197,11694875
25326799,11694875
25295490,11694875
25263199,11694875
25217159,11694875
25203324,11694875
25197064,11694875
25180607,11694875
25176644,11694875
25147211,11694875
25113974,11694875
25071014,11694875
25036710,11694875
25030697,11694875
25024225,11694875
25012986,11694875
24959378,11694875
24847881,11694875
24784840,11694875
24748051,11694875
24740995,11694875
24726362,11694875
24705251,11694875
24692485,11694875
24642931,11694875
24626176,11694875
24598993,11694875
24586047,11694875
24567396,11694875
24489863,11694875
24469034,11694875
24444712,11694875
24422024,11694875
24401838,11694875
24381932,11694875
24332043,11694875
24323938,11694875
24307564,11694875
24292676,11694875
24274149,11694875
24268522,11694875
24260500,11694875
24229711,11694875
24225019,11694875
24162662,11694875
24154728,11694875
24131925,11694875
24124625,11694875
24058630,11694875
24036547,11694875
24019382,11694875
23937964,11694875
23873941,11694875
23873029,11694875
23873023,11694875
23857982,11694875
23845442,11694875
23772033,11694875
23719831,11694875
23699408,11694875
23690930,11694875
23657012,11694875
23650262,11694875
23606570,11694875
23583981,11694875
23565506,11694875
23558950,11694875
23554760,11694875
23523371,11694875
23509284,11694875
23499052,11694875
23478237,11694875
23382699,11694875
23382223,11694875
23352126,11694875
23303403,11694875
23285300,11694875
23271346,11694875
23268537,11694875
23230003,11694875
23188079,11694875
23173005,11694875
23097355,11694875
22992748,11694875
22992387,11694875
22951975,11694875
22925884,11694875
22891272,11694875
22876889,11694875
22871572,11694875
22820643,11694875
22772468,11694875
22759378,11694875
22708734,11694875
22698401,11694875
22678923,11694875
22666537,11694875
22609821,11694875
22582146,11694875
22545230,11694875
22515648,11694875
22493246,11694875
22473991,11694875
22427203,11694875
22351930,11694875
22315228,11694875
22307631,11694875
22294368,11694875
22291941,11694875
22266220,11694875
22213803,11694875
22193408,11694875
22187435,11694875
22157755,11694875
22072554,11694875
22071625,11694875
22068166,11694875
22030022,11694875
21952947,11694875
21898503,11694875
21829519,11694875
21784979,11694875
21778574,11694875
21764851,11694875
21718593,11694875
21704587,11694875
21703421,11694875
21685943,11694875
21665147,11694875
21646685,11694875
21646376,11694875
21566665,11694875
21558397,11694875
21512139,11694875
21507933,11694875
21504908,11694875
21502519,11694875
21502497,11694875
21471965,11694875
21455033,11694875
21436386,11694875
21429982,11694875
21397855,11694875
21383544,11694875
21343597,11694875
21309064,11694875
21282721,11694875
21242309,11694875
21215705,11694875
21205087,11694875
21199651,11694875
21191412,11694875
21150899,11694875
21130157,11694875
21079653,11694875
21076401,11694875
20975950,11694875
20947684,11694875
20942901,11694875
20940259,11694875
20864684,11694875
20858897,11694875
20855963,11694875
20805887,11694875
20735817,11694875
20719876,11694875
20713645,11694875
20697345,11694875
20686481,11694875
20679727,11694875
20676140,11694875
20630075,11694875
20595231,11694875
20585617,11694875
20502460,11694875
20453858,11694875
20421506,11694875
20406971,11694875
20395368,11694875
20385363,11694875
20234817,11694875
20124728,11694875
20097732,11694875
20046879,11694875
20046869,11694875
20040488,11694875
20018721,11694875
20008842,11694875
19952358,11694875
19887394,11694875
19878870,11694875
19847165,11694875
19843854,11694875
19781107,11694875
19779097,11694875
19774700,11694875
19767771,11694875
19729440,11694875
19709408,11694875
19570515,11694875
19561589,11694875
19501586,11694875
19450528,11694875
19448632,11694875
19429790,11694875
19285540,11694875
19213072,11694875
19197353,11694875
19176372,11694875
19169280,11694875
19136624,11694875
19106106,11694875
19064702,11694875
19047147,11694875
18971340,11694875
18948956,11694875
18808719,11694875
18781154,11694875
18697945,11694875
18692468,11694875
18677317,11694875
18627348,11694875
18587272,11694875
18583527,11694875
18559481,11694875
18424916,11694875
18423195,11694875
18413729,11694875
18402691,11694875
18310506,11694875
18285820,11694875
18230179,11694875
18187509,11694875
18089787,11694875
17954912,11694875
17940634,11694875
17940019,11694875
17699762,11694875
17699601,11694875
17626183,11694875
17626182,11694875
17607363,11694875
17512415,11694875
17476307,11694875
17372229,11694875
17360553,11694875
17002498,11694875
16982732,11694875
15674344,11694875
15489287,11694875
14744934,11694875
14707179,11694875
14680483,11694875
12533792,11694875
12473168,11694875
12427868,11694875
12052252,11694875
30344568,11832208
30275858,11832208
30250272,11832208
30235328,11832208
30179224,11832208
30176860,11832208
30116283,11832208
30112437,11832208
30090744,11832208
30001383,11832208
29938573,11832208
29860504,11832208
29854283,11832208
29765774,11832208
29717121,11832208
29659587,11832208
29492227,11832208
29478268,11832208
29327913,11832208
29321957,11832208
29309945,11832208
29286157,11832208
29254387,11832208
29240257,11832208
29147345,11832208
28970854,11832208
28945747,11832208
28938488,11832208
28831696,11832208
28649662,11832208
28630313,11832208
28569220,11832208
28502988,11832208
28487467,11832208
28476184,11832208
28449691,11832208
28442756,11832208
28415827,11832208
28415599,11832208
28359295,11832208
28323334,11832208
28256598,11832208
28222073,11832208
28180300,11832208
28163741,11832208
28099906,11832208
28049253,11832208
28025559,11832208
27909985,11832208
27832076,11832208
27815389,11832208
27753535,11832208
27630665,11832208
27560145,11832208
27514841,11832208
27362509,11832208
27284266,11832208
27272763,11832208
27256873,11832208
27242959,11832208
27229859,11832208
27136113,11832208
27107135,11832208
27088617,11832208
27060914,11832208
27004793,11832208
26992853,11832208
26992456,11832208
26987529,11832208
26910887,11832208
26885691,11832208
26848770,11832208
26817825,11832208
26800494,11832208
26783066,11832208
26669452,11832208
26643130,11832208
26568913,11832208
26557882,11832208
26557407,11832208
26489468,11832208
26467044,11832208
26399274,11832208
26378051,11832208
26355395,11832208
26301634,11832208
26224004,11832208
26106135,11832208
26079304,11832208
26028963,11832208
25868856,11832208
25695063,11832208
25650659,11832208
25594033,11832208
25587053,11832208
25524463,11832208
25512560,11832208
25400221,11832208
25348552,11832208
25337581,11832208
25284786,11832208
25282148,11832208
25252691,11832208
25234469,11832208
25216266,11832208
25166505,11832208
25072261,11832208
24970653,11832208
24950059,11832208
24926436,11832208
24884718,11832208
24874729,11832208
24847939,11832208
24817481,11832208
24811059,11832208
24798488,11832208
24788721,11832208
24701133,11832208
24642354,11832208
24600246,11832208
24598993,11832208
24591761,11832208
24556691,11832208
24482576,11832208
24312913,11832208
24289229,11832208
24278741,11832208
24265793,11832208
24219164,11832208
24197907,11832208
24156623,11832208
24155760,11832208
24114677,11832208
24063014,11832208
23873296,11832208
23833673,11832208
23819860,11832208
23805307,11832208
23776363,11832208
23738079,11832208
23706288,11832208
23682925,11832208
23680151,11832208
23663786,11832208
23644490,11832208
23533376,11832208
23467066,11832208
23462720,11832208
23354477,11832208
23236423,11832208
23204505,11832208
23108140,11832208
23063622,11832208
23047548,11832208
23016122,11832208
22977638,11832208
22956590,11832208
22836122,11832208
22792303,11832208
22737080,11832208
22615549,11832208
22605334,11832208
22576469,11832208
22539352,11832208
22522501,11832208
22492723,11832208
22436612,11832208
22405464,11832208
22369660,11832208
22357538,11832208
22347416,11832208
22325354,11832208
22227970,11832208
22187435,11832208
22187037,11832208
22167183,11832208
22112941,11832208
22088982,11832208
22032831,11832208
21990299,11832208
21968427,11832208
21952622,11832208
21874107,11832208
21821475,11832208
21816818,11832208
21779462,11832208
21761359,11832208
21672282,11832208
21621538,11832208
21573160,11832208
21571596,11832208
21521830,11832208
21464040,11832208
21425134,11832208
21424870,11832208
21409565,11832208
21406404,11832208
21399666,11832208
21354798,11832208
21345144,11832208
21336637,11832208
21335604,11832208
21296653,11832208
21282113,11832208
21203981,11832208
21188122,11832208
21187397,11832208
21113097,11832208
20952512,11832208
20872853,11832208
20861225,11832208
20802015,11832208
20631074,11832208
20608971,11832208
20576130,11832208
20543987,11832208
20537966,11832208
20516115,11832208
20512659,11832208
20510205,11832208
20460509,11832208
20453858,11832208
20434415,11832208
20389018,11832208
20371343,11832208
20305393,11832208
20233482,11832208
20223009,11832208
20103632,11832208
20090883,11832208
20089461,11832208
20046879,11832208
19996028,11832208
19959799,11832208
19933147,11832208
19825178,11832208
19781088,11832208
19745069,11832208
19707334,11832208
19683094,11832208
19584272,11832208
19554456,11832208
19519295,11832208
19519210,11832208
19506729,11832208
19506039,11832208
19470754,11832208
19268590,11832208
19261749,11832208
19261746,11832208
19258535,11832208
19147494,11832208
19119312,11832208
19079346,11832208
19064968,11832208
19047179,11832208
19047089,11832208
19015238,11832208
19003240,11832208
18987750,11832208
18957201,11832208
18797466,11832208
18787609,11832208
18779610,11832208
18778768,11832208
18765668,11832208
18720553,11832208
18647827,11832208
18635967,11832208
18619997,11832208
18593910,11832208
18487186,11832208
18473727,11832208
18472015,11832208
18443409,11832208
18369654,11832208
18356318,11832208
18342300,11832208
18230721,11832208
18226174,11832208
18219312,11832208
18208621,11832208
18197258,11832208
18077395,11832208
18036997,11832208
17945002,11832208
17848944,11832208
17700570,11832208
17697367,11832208
17683622,11832208
17663789,11832208
17626182,11832208
17541404,11832208
17525340,11832208
17505536,11832208
17504528,11832208
17452982,11832208
17420471,11832208
17379580,11832208
17310252,11832208
17305420,11832208
17304220,11832208
17213827,11832208
17189429,11832208
17173371,11832208
17047656,11832208
17012842,11832208
17010193,11832208
16978908,11832208
16951081,11832208
16943438,11832208
16923957,11832208
16914443,11832208
16906222,11832208
16882718,11832208
16731627,11832208
16628214,11832208
16622123,11832208
16522651,11832208
16432240,11832208
16391231,11832208
16280041,11832208
16149916,11832208
16091739,11832208
16055725,11832208
16014699,11832208
15967112,11832208
15905410,11832208
15902273,11832208
15798199,11832208
15734731,11832208
15689452,11832208
15670748,11832208
15657438,11832208
15616572,11832208
15606925,11832208
15601828,11832208
15596820,11832208
15591126,11832208
15563594,11832208
15485917,11832208
15485915,11832208
15367671,11832208
15367667,11832208
15359272,11832208
15318925,11832208
15287965,11832208
15199145,11832208
15143195,11832208
15143166,11832208
15138485,11832208
15131084,11832208
15065664,11832208
15065656,11832208
15020404,11832208
14729816,11832208
14701743,11832208
14681210,11832208
14613551,11832208
14597413,11832208
14583096,11832208
14573481,11832208
14525934,11832208
14517299,11832208
12927042,11832208
12890739,11832208
12861027,11832208
12773567,11832208
12773400,11832208
12756300,11832208
12724401,11832208
12663541,11832208
12605716,11832208
12588969,11832208
12559046,11832208
12533509,11832208
12531920,11832208
12242278,11832208
12154123,11832208
12032322,11832208
